timestamp,temperatura_c,humedad_relativa_pct,direccion_viento_grados,velocidad_viento_nudos,visibilidad_millas,indicador_valor_faltante
2024-02-14 18:00:00-03,21.00,64.26,130.0,14.00,6.21,f
2024-02-14 19:00:00-03,21.00,68.55,120.0,11.00,6.21,f
2024-02-14 20:00:00-03,21.00,68.55,100.0,13.00,6.21,f
2024-02-14 21:00:00-03,21.00,64.26,100.0,15.00,6.21,f
2024-02-14 22:00:00-03,20.00,68.35,90.0,15.00,6.21,f
2024-02-14 23:00:00-03,20.00,72.92,70.0,9.00,6.21,f
2024-02-15 00:00:00-03,20.00,72.92,80.0,7.00,6.21,f
2024-02-15 01:00:00-03,19.00,72.74,70.0,7.00,6.21,f
2024-02-15 02:00:00-03,19.00,72.74,70.0,5.00,6.21,f
2024-02-15 03:00:00-03,18.00,77.45,80.0,7.00,6.21,f
2024-02-15 04:00:00-03,18.00,77.45,80.0,4.00,6.21,f
2024-02-15 05:00:00-03,17.00,77.29,70.0,4.00,6.21,f
2024-02-15 06:00:00-03,17.00,77.29,90.0,8.00,6.21,f
2024-02-15 07:00:00-03,16.00,77.14,80.0,5.00,6.21,f
2024-02-15 08:00:00-03,18.00,72.56,60.0,7.00,6.21,f
2024-02-15 09:00:00-03,21.00,64.26,70.0,6.00,6.21,f
2024-02-15 10:00:00-03,24.00,53.55,50.0,7.00,6.21,f
2024-02-15 11:00:00-03,25.00,44.25,40.0,9.00,6.21,f
2024-02-15 12:00:00-03,26.00,41.69,50.0,9.00,6.21,f
2024-02-15 13:00:00-03,26.00,44.52,60.0,10.00,6.21,f
2024-02-15 14:00:00-03,27.00,41.97,30.0,8.00,6.21,f
2024-02-15 15:00:00-03,25.00,50.43,130.0,12.00,6.21,f
2024-02-15 16:00:00-03,25.00,57.36,130.0,14.00,6.21,f
2024-02-15 17:00:00-03,24.00,60.90,120.0,17.00,6.21,f
2024-02-15 18:00:00-03,24.00,57.12,120.0,17.00,6.21,f
2024-02-15 19:00:00-03,23.00,68.94,120.0,15.00,6.21,f
2024-02-15 20:00:00-03,23.00,68.94,110.0,12.00,6.21,f
2024-02-15 21:00:00-03,23.00,64.69,90.0,12.00,6.21,f
2024-02-15 22:00:00-03,22.00,64.48,80.0,12.00,6.21,f
2024-02-15 23:00:00-03,21.00,68.55,70.0,9.00,6.21,f
2024-02-16 00:00:00-03,20.00,72.92,60.0,9.00,6.21,f
2024-02-16 01:00:00-03,20.00,72.92,50.0,9.00,6.21,f
2024-02-16 02:00:00-03,20.00,72.92,60.0,7.00,6.21,f
2024-02-16 03:00:00-03,19.00,77.60,50.0,3.00,6.21,f
2024-02-16 04:00:00-03,20.00,77.75,70.0,6.00,6.21,f
2024-02-16 05:00:00-03,20.00,77.75,100.0,4.00,6.21,f
2024-02-16 06:00:00-03,20.00,77.75,100.0,5.00,6.21,f
2024-02-16 07:00:00-03,21.00,77.90,110.0,5.00,6.21,f
2024-02-16 08:00:00-03,22.00,78.04,110.0,8.00,6.21,f
2024-02-16 09:00:00-03,23.00,73.44,120.0,8.00,6.21,f
2024-02-16 10:00:00-03,25.00,65.12,90.0,8.00,6.21,f
2024-02-16 11:00:00-03,25.00,57.36,110.0,11.00,6.21,f
2024-02-16 12:00:00-03,25.00,57.36,120.0,12.00,6.21,f
2024-02-16 13:00:00-03,25.00,69.33,130.0,12.00,6.21,f
2024-02-16 14:00:00-03,25.00,69.33,130.0,16.00,6.21,f
2024-02-16 15:00:00-03,25.00,65.12,120.0,16.00,6.21,f
2024-02-16 16:00:00-03,25.00,69.33,130.0,17.00,6.21,f
2024-02-16 17:00:00-03,24.00,73.61,120.0,18.00,6.21,f
2024-02-16 18:00:00-03,24.00,78.34,120.0,17.00,6.21,f
2024-02-16 19:00:00-03,24.00,78.34,110.0,14.00,6.21,f
2024-02-16 20:00:00-03,23.00,78.19,100.0,13.00,6.21,f
2024-02-16 21:00:00-03,22.00,83.09,90.0,12.00,6.21,f
2024-02-16 22:00:00-03,22.00,78.04,90.0,10.00,6.21,f
2024-02-16 23:00:00-03,22.00,78.04,100.0,7.00,6.21,f
2024-02-17 00:00:00-03,22.00,78.04,100.0,4.00,6.21,f
2024-02-17 01:00:00-03,21.00,77.90,90.0,5.00,6.21,f
2024-02-17 02:00:00-03,21.00,82.98,100.0,4.00,6.21,f
2024-02-17 03:00:00-03,21.00,82.98,0.0,0.00,6.21,f
2024-02-17 04:00:00-03,21.00,77.90,0.0,0.00,6.21,f
2024-02-17 05:00:00-03,20.00,77.75,0.0,0.00,6.21,f
2024-02-17 06:00:00-03,20.00,82.86,0.0,0.00,6.21,f
2024-02-17 07:00:00-03,19.00,88.18,0.0,0.00,6.21,f
2024-02-17 08:00:00-03,22.00,83.09,90.0,4.00,6.21,f
2024-02-17 09:00:00-03,23.00,78.19,100.0,6.00,6.21,f
2024-02-17 10:00:00-03,23.00,78.19,130.0,6.00,6.21,f
2024-02-17 11:00:00-03,24.00,73.61,140.0,10.00,6.21,f
2024-02-17 12:00:00-03,24.00,73.61,120.0,11.00,6.21,f
2024-02-17 13:00:00-03,25.00,69.33,130.0,13.00,6.21,f
2024-02-17 14:00:00-03,24.00,73.61,130.0,14.00,6.21,f
2024-02-17 15:00:00-03,24.00,73.61,120.0,17.00,6.21,f
2024-02-17 16:00:00-03,25.00,73.78,120.0,15.00,6.21,f
2024-02-17 17:00:00-03,25.00,73.78,120.0,16.00,6.21,f
2024-02-17 18:00:00-03,24.00,78.34,120.0,13.00,6.21,f
2024-02-17 19:00:00-03,24.00,78.34,120.0,12.00,6.21,f
2024-02-17 20:00:00-03,24.00,78.34,100.0,10.00,6.21,f
2024-02-17 21:00:00-03,23.00,83.21,90.0,7.00,6.21,f
2024-02-17 22:00:00-03,23.00,83.21,140.0,3.00,6.21,f
2024-02-17 23:00:00-03,22.00,88.43,130.0,4.00,6.21,f
2024-02-18 00:00:00-03,22.00,88.43,130.0,4.00,6.21,f
2024-02-18 01:00:00-03,22.00,88.43,110.0,6.00,6.21,f
2024-02-18 02:00:00-03,22.00,88.43,120.0,3.00,6.21,f
2024-02-18 03:00:00-03,21.00,88.34,140.0,4.00,6.21,f
2024-02-18 04:00:00-03,21.00,88.34,120.0,4.00,6.21,f
2024-02-18 05:00:00-03,21.00,88.34,170.0,6.00,6.21,f
2024-02-18 06:00:00-03,21.00,88.34,140.0,6.00,6.21,f
2024-02-18 07:00:00-03,22.00,100.00,140.0,5.00,1.86,f
2024-02-18 08:00:00-03,22.00,100.00,140.0,7.00,1.55,f
2024-02-18 09:00:00-03,22.00,100.00,140.0,9.00,1.24,f
2024-02-18 10:00:00-03,23.00,94.10,140.0,9.00,4.97,f
2024-02-18 11:00:00-03,24.00,88.59,110.0,11.00,6.21,f
2024-02-18 12:00:00-03,25.00,83.44,130.0,10.00,6.21,f
2024-02-18 13:00:00-03,25.00,83.44,150.0,10.00,6.21,f
2024-02-18 14:00:00-03,24.00,88.59,170.0,12.00,6.21,f
2024-02-18 15:00:00-03,24.00,83.32,150.0,14.00,6.21,f
2024-02-18 16:00:00-03,23.00,88.51,160.0,11.00,6.21,f
2024-02-18 17:00:00-03,23.00,88.51,150.0,10.00,6.21,f
2024-02-18 18:00:00-03,22.00,94.06,130.0,10.00,6.21,f
2024-02-18 19:00:00-03,22.00,94.06,130.0,8.00,6.21,f
2024-02-18 20:00:00-03,22.00,94.06,150.0,11.00,6.21,f
2024-02-18 21:00:00-03,22.00,94.06,150.0,10.00,6.21,f
2024-02-18 22:00:00-03,22.00,94.06,170.0,8.00,6.21,f
2024-02-18 23:00:00-03,21.00,94.01,160.0,10.00,6.21,f
2024-02-19 00:00:00-03,21.00,94.01,180.0,8.00,6.21,f
2024-02-19 01:00:00-03,22.00,88.43,150.0,7.00,6.21,f
2024-02-19 02:00:00-03,21.00,94.01,160.0,8.00,6.21,f
2024-02-19 03:00:00-03,22.00,88.43,140.0,10.00,6.21,f
2024-02-19 04:00:00-03,21.00,94.01,150.0,7.00,6.21,f
2024-02-19 05:00:00-03,21.00,94.01,160.0,6.00,6.21,f
2024-02-19 06:00:00-03,21.00,94.01,160.0,3.00,6.21,f
2024-02-19 07:00:00-03,21.00,100.00,190.0,4.00,2.49,f
2024-02-19 08:00:00-03,22.00,100.00,180.0,8.00,2.49,f
2024-02-19 09:00:00-03,22.00,100.00,160.0,7.00,4.35,f
2024-02-19 10:00:00-03,23.00,94.10,110.0,3.00,5.59,f
2024-02-19 11:00:00-03,24.00,83.32,50.0,3.00,6.21,f
2024-02-19 12:00:00-03,27.00,69.71,200.0,4.00,6.21,f
2024-02-19 13:00:00-03,28.00,65.74,200.0,8.00,6.21,f
2024-02-19 14:00:00-03,25.00,83.44,180.0,15.00,6.21,f
2024-02-19 15:00:00-03,25.00,78.48,170.0,13.00,6.21,f
2024-02-19 16:00:00-03,24.00,83.32,160.0,11.00,6.21,f
2024-02-19 17:00:00-03,25.00,78.48,160.0,9.00,6.21,f
2024-02-19 18:00:00-03,24.00,83.32,160.0,8.00,6.21,f
2024-02-19 19:00:00-03,23.00,88.51,150.0,8.00,6.21,f
2024-02-19 20:00:00-03,23.00,88.51,150.0,8.00,6.21,f
2024-02-19 21:00:00-03,23.00,88.51,140.0,8.00,6.21,f
2024-02-19 22:00:00-03,22.00,94.06,120.0,8.00,6.21,f
2024-02-19 23:00:00-03,22.00,94.06,110.0,7.00,6.21,f
2024-02-20 00:00:00-03,22.00,94.06,100.0,6.00,6.21,f
2024-02-20 01:00:00-03,22.00,94.06,130.0,3.00,6.21,f
2024-02-20 02:00:00-03,21.00,94.01,120.0,3.00,6.21,f
2024-02-20 03:00:00-03,21.00,94.01,140.0,5.00,6.21,f
2024-02-20 04:00:00-03,21.00,94.01,80.0,3.00,6.21,f
2024-02-20 05:00:00-03,20.00,100.00,80.0,3.00,6.21,f
2024-02-20 06:00:00-03,20.00,100.00,0.0,0.00,6.21,f
2024-02-20 07:00:00-03,20.00,100.00,0.0,0.00,6.21,f
2024-02-20 08:00:00-03,22.00,88.43,70.0,4.00,6.21,f
2024-02-20 09:00:00-03,24.00,78.34,40.0,2.00,6.21,f
2024-02-20 10:00:00-03,25.00,69.33,30.0,4.00,6.21,f
2024-02-20 11:00:00-03,27.00,65.54,80.0,5.00,6.21,f
2024-02-20 12:00:00-03,26.00,69.52,140.0,9.00,6.21,f
2024-02-20 13:00:00-03,27.00,65.54,130.0,9.00,6.21,f
2024-02-20 14:00:00-03,26.00,69.52,130.0,11.00,6.21,f
2024-02-20 15:00:00-03,27.00,69.71,120.0,11.00,6.21,f
2024-02-20 16:00:00-03,26.00,73.95,130.0,15.00,6.21,f
2024-02-20 17:00:00-03,25.00,78.48,120.0,15.00,6.21,f
2024-02-20 18:00:00-03,25.00,73.78,120.0,17.00,6.21,f
2024-02-20 19:00:00-03,24.00,83.32,120.0,15.00,6.21,f
2024-02-20 20:00:00-03,24.00,78.34,120.0,14.00,6.21,f
2024-02-20 21:00:00-03,24.00,78.34,120.0,12.00,6.21,f
2024-02-20 22:00:00-03,24.00,78.34,100.0,10.00,6.21,f
2024-02-20 23:00:00-03,24.00,78.34,80.0,10.00,6.21,f
2024-02-21 00:00:00-03,22.00,83.09,60.0,6.00,6.21,f
2024-02-21 01:00:00-03,22.00,83.09,40.0,8.00,6.21,f
2024-02-21 02:00:00-03,21.00,88.34,50.0,4.00,6.21,f
2024-02-21 03:00:00-03,20.00,59.97,0.0,0.00,6.21,f
2024-02-21 04:00:00-03,20.00,88.26,0.0,0.00,6.21,f
2024-02-21 05:00:00-03,20.00,88.26,0.0,0.00,6.21,f
2024-02-21 06:00:00-03,21.00,82.98,0.0,0.00,6.21,f
2024-02-21 07:00:00-03,19.00,93.92,0.0,0.00,6.21,f
2024-02-21 08:00:00-03,21.00,88.34,50.0,3.00,6.21,f
2024-02-21 09:00:00-03,24.00,69.14,30.0,7.00,6.21,f
2024-02-21 10:00:00-03,25.00,65.12,40.0,7.00,6.21,f
2024-02-21 11:00:00-03,27.00,57.84,40.0,5.00,6.21,f
2024-02-21 12:00:00-03,27.00,65.54,130.0,6.00,6.21,f
2024-02-21 13:00:00-03,26.00,69.52,130.0,9.00,6.21,f
2024-02-21 14:00:00-03,27.00,65.54,130.0,10.00,6.21,f
2024-02-21 15:00:00-03,26.00,69.52,120.0,12.00,6.21,f
2024-02-21 16:00:00-03,26.00,69.52,120.0,14.00,6.21,f
2024-02-21 17:00:00-03,25.00,73.78,120.0,14.00,6.21,f
2024-02-21 18:00:00-03,25.00,73.78,120.0,13.00,6.21,f
2024-02-21 19:00:00-03,25.00,73.78,120.0,12.00,6.21,f
2024-02-21 20:00:00-03,24.00,78.34,110.0,10.00,6.21,f
2024-02-21 21:00:00-03,24.00,78.34,100.0,10.00,6.21,f
2024-02-21 22:00:00-03,24.00,73.61,90.0,7.00,6.21,f
2024-02-21 23:00:00-03,23.00,73.44,70.0,8.00,6.21,f
2024-02-22 00:00:00-03,22.00,78.04,60.0,7.00,6.21,f
2024-02-22 01:00:00-03,21.00,77.90,60.0,9.00,6.21,f
2024-02-22 02:00:00-03,21.00,77.90,40.0,6.00,6.21,f
2024-02-22 03:00:00-03,20.00,82.86,40.0,5.00,6.21,f
2024-02-22 04:00:00-03,20.00,82.86,40.0,5.00,6.21,f
2024-02-22 05:00:00-03,19.00,88.18,30.0,5.00,6.21,f
2024-02-22 06:00:00-03,19.00,88.18,30.0,4.00,6.21,f
2024-02-22 07:00:00-03,19.00,88.18,20.0,2.00,6.21,f
2024-02-22 08:00:00-03,21.00,82.98,40.0,4.00,6.21,f
2024-02-22 09:00:00-03,24.00,69.14,20.0,8.00,6.21,f
2024-02-22 10:00:00-03,25.00,65.12,20.0,7.00,6.21,f
2024-02-22 11:00:00-03,27.00,57.84,40.0,6.00,6.21,f
2024-02-22 12:00:00-03,28.00,54.55,130.0,7.00,6.21,f
2024-02-22 13:00:00-03,27.00,61.58,120.0,10.00,6.21,f
2024-02-22 14:00:00-03,27.00,61.58,130.0,11.00,6.21,f
2024-02-22 15:00:00-03,27.00,65.54,130.0,13.00,6.21,f
2024-02-22 16:00:00-03,26.00,69.52,120.0,15.00,6.21,f
2024-02-22 17:00:00-03,26.00,69.52,120.0,14.00,6.21,f
2024-02-22 18:00:00-03,26.00,69.52,120.0,12.00,6.21,f
2024-02-22 19:00:00-03,24.00,83.32,120.0,10.00,6.21,f
2024-02-22 20:00:00-03,24.00,83.32,120.0,10.00,6.21,f
2024-02-22 21:00:00-03,24.00,83.32,130.0,8.00,6.21,f
2024-02-22 22:00:00-03,23.00,94.10,130.0,8.00,6.21,f
2024-02-22 23:00:00-03,23.00,94.10,120.0,6.00,6.21,f
2024-02-23 00:00:00-03,23.00,88.51,80.0,6.00,6.21,f
2024-02-23 01:00:00-03,23.00,83.21,50.0,5.00,6.21,f
2024-02-23 02:00:00-03,23.00,83.21,40.0,8.00,6.21,f
2024-02-23 03:00:00-03,23.00,88.51,30.0,8.00,6.21,f
2024-02-23 04:00:00-03,22.00,88.43,30.0,10.00,6.21,f
2024-02-23 05:00:00-03,23.00,83.21,340.0,4.00,6.21,f
2024-02-23 06:00:00-03,21.00,94.01,10.0,8.00,6.21,f
2024-02-23 07:00:00-03,21.00,94.01,330.0,4.00,6.21,f
2024-02-23 08:00:00-03,23.00,88.51,340.0,5.00,6.21,f
2024-02-23 09:00:00-03,24.00,83.32,300.0,8.00,6.21,f
2024-02-23 10:00:00-03,27.00,74.11,250.0,5.00,6.21,f
2024-02-23 11:00:00-03,27.00,74.11,200.0,10.00,6.21,f
2024-02-23 12:00:00-03,27.00,74.11,200.0,9.00,6.21,f
2024-02-23 13:00:00-03,26.00,78.62,170.0,14.00,6.21,f
2024-02-23 14:00:00-03,26.00,73.95,170.0,12.00,6.21,f
2024-02-23 15:00:00-03,26.00,73.95,160.0,14.00,6.21,f
2024-02-23 16:00:00-03,25.00,73.78,180.0,10.00,6.21,f
2024-02-23 17:00:00-03,24.00,73.61,170.0,13.00,6.21,f
2024-02-23 18:00:00-03,24.00,69.14,160.0,14.00,6.21,f
2024-02-23 19:00:00-03,23.00,78.19,160.0,12.00,6.21,f
2024-02-23 20:00:00-03,23.00,78.19,150.0,11.00,6.21,f
2024-02-23 21:00:00-03,22.00,83.09,150.0,11.00,6.21,f
2024-02-23 22:00:00-03,22.00,83.09,140.0,9.00,6.21,f
2024-02-23 23:00:00-03,22.00,83.09,150.0,8.00,6.21,f
2024-02-24 00:00:00-03,22.00,83.09,140.0,8.00,6.21,f
2024-02-24 01:00:00-03,22.00,83.09,150.0,9.00,6.21,f
2024-02-24 02:00:00-03,22.00,83.09,150.0,9.00,6.21,f
2024-02-24 03:00:00-03,22.00,78.04,150.0,9.00,6.21,f
2024-02-24 04:00:00-03,22.00,78.04,150.0,10.00,6.21,f
2024-02-24 05:00:00-03,22.00,73.27,160.0,11.00,6.21,f
2024-02-24 06:00:00-03,22.00,78.04,150.0,10.00,6.21,f
2024-02-24 07:00:00-03,22.00,73.27,150.0,11.00,6.21,f
2024-02-24 08:00:00-03,23.00,68.94,150.0,14.00,6.21,f
2024-02-24 09:00:00-03,23.00,73.44,160.0,18.00,6.21,f
2024-02-24 10:00:00-03,23.00,68.94,150.0,15.00,6.21,f
2024-02-24 11:00:00-03,23.00,68.94,150.0,17.00,6.21,f
2024-02-24 12:00:00-03,23.00,68.94,150.0,18.00,6.21,f
2024-02-24 13:00:00-03,24.00,64.91,150.0,15.00,6.21,f
2024-02-24 14:00:00-03,24.00,64.91,150.0,18.00,6.21,f
2024-02-24 15:00:00-03,24.00,64.91,150.0,15.00,6.21,f
2024-02-24 16:00:00-03,24.00,64.91,150.0,18.00,6.21,f
2024-02-24 17:00:00-03,23.00,68.94,130.0,16.00,6.21,f
2024-02-24 18:00:00-03,23.00,68.94,140.0,16.00,6.21,f
2024-02-24 19:00:00-03,22.00,73.27,140.0,16.00,6.21,f
2024-02-24 20:00:00-03,21.00,77.90,130.0,14.00,6.21,f
2024-02-24 21:00:00-03,21.00,77.90,140.0,17.00,6.21,f
2024-02-24 22:00:00-03,21.00,77.90,130.0,18.00,6.21,f
2024-02-24 23:00:00-03,21.00,77.90,140.0,16.00,6.21,f
2024-02-25 00:00:00-03,21.00,77.90,130.0,14.00,6.21,f
2024-02-25 01:00:00-03,20.00,82.86,90.0,7.00,6.21,f
2024-02-25 02:00:00-03,20.00,82.86,90.0,6.00,6.21,f
2024-02-25 03:00:00-03,21.00,82.98,70.0,5.00,6.21,f
2024-02-25 04:00:00-03,20.00,88.26,80.0,4.00,6.21,f
2024-02-25 05:00:00-03,20.00,77.75,120.0,3.00,6.21,f
2024-02-25 06:00:00-03,20.00,77.75,80.0,4.00,6.21,f
2024-02-25 07:00:00-03,19.00,82.74,80.0,5.00,6.21,f
2024-02-25 08:00:00-03,20.00,77.75,90.0,6.00,6.21,f
2024-02-25 09:00:00-03,21.00,77.90,110.0,11.00,6.21,f
2024-02-25 10:00:00-03,22.00,68.75,100.0,15.00,6.21,f
2024-02-25 11:00:00-03,23.00,64.69,110.0,16.00,6.21,f
2024-02-25 12:00:00-03,23.00,60.67,120.0,15.00,6.21,f
2024-02-25 13:00:00-03,24.00,60.90,120.0,17.00,6.21,f
2024-02-25 14:00:00-03,23.00,64.69,120.0,20.00,6.21,f
2024-02-25 15:00:00-03,23.00,60.67,110.0,18.00,6.21,f
2024-02-25 16:00:00-03,23.00,60.67,120.0,19.00,6.21,f
2024-02-25 17:00:00-03,22.00,64.48,120.0,19.00,6.21,f
2024-02-25 18:00:00-03,22.00,64.48,120.0,16.00,6.21,f
2024-02-25 19:00:00-03,22.00,64.48,110.0,14.00,6.21,f
2024-02-25 20:00:00-03,22.00,64.48,100.0,14.00,6.21,f
2024-02-25 21:00:00-03,21.00,68.55,100.0,13.00,6.21,f
2024-02-25 22:00:00-03,21.00,73.09,90.0,10.00,6.21,f
2024-02-25 23:00:00-03,21.00,73.09,90.0,12.00,6.21,f
2024-02-26 00:00:00-03,21.00,73.09,90.0,10.00,6.21,f
2024-02-26 01:00:00-03,21.00,77.90,100.0,7.00,6.21,f
2024-02-26 02:00:00-03,21.00,77.90,80.0,12.00,6.21,f
2024-02-26 03:00:00-03,21.00,77.90,100.0,8.00,6.21,f
2024-02-26 04:00:00-03,21.00,82.98,100.0,9.00,6.21,f
2024-02-26 05:00:00-03,21.00,82.98,100.0,7.00,6.21,f
2024-02-26 06:00:00-03,21.00,82.98,90.0,7.00,6.21,f
2024-02-26 07:00:00-03,21.00,82.98,80.0,6.00,6.21,f
2024-02-26 08:00:00-03,22.00,78.04,90.0,10.00,6.21,f
2024-02-26 09:00:00-03,22.00,83.09,70.0,8.00,6.21,f
2024-02-26 10:00:00-03,22.00,83.09,60.0,8.00,4.97,f
2024-02-26 11:00:00-03,21.00,94.01,60.0,10.00,2.80,f
2024-02-26 12:00:00-03,21.00,94.01,60.0,12.00,3.73,f
2024-02-26 13:00:00-03,20.00,100.00,70.0,8.00,1.86,f
2024-02-26 14:00:00-03,20.00,93.97,70.0,10.00,3.73,f
2024-02-26 15:00:00-03,21.00,94.01,80.0,6.00,6.21,f
2024-02-26 16:00:00-03,21.00,94.01,120.0,6.00,5.59,f
2024-02-26 17:00:00-03,22.00,88.43,90.0,8.00,6.21,f
2024-02-26 18:00:00-03,22.00,88.43,90.0,6.00,6.21,f
2024-02-26 19:00:00-03,22.00,88.43,90.0,6.00,6.21,f
2024-02-26 20:00:00-03,21.00,88.34,110.0,4.00,6.21,f
2024-02-26 21:00:00-03,21.00,88.34,90.0,6.00,6.21,f
2024-02-26 22:00:00-03,21.00,88.34,100.0,4.00,6.21,f
2024-02-26 23:00:00-03,20.00,93.97,110.0,3.00,6.21,f
2024-02-27 00:00:00-03,20.00,93.97,110.0,3.00,6.21,f
2024-02-27 01:00:00-03,20.00,93.97,100.0,3.00,6.21,f
2024-02-27 02:00:00-03,20.00,93.97,0.0,0.00,6.21,f
2024-02-27 03:00:00-03,20.00,93.97,150.0,3.00,6.21,f
2024-02-27 04:00:00-03,19.00,100.00,100.0,2.00,6.21,f
2024-02-27 05:00:00-03,19.00,100.00,100.0,3.00,6.21,f
2024-02-27 06:00:00-03,20.00,93.97,130.0,2.00,6.21,f
2024-02-27 07:00:00-03,20.00,100.00,0.0,0.00,6.21,f
2024-02-27 08:00:00-03,21.00,94.01,160.0,5.00,6.21,f
2024-02-27 09:00:00-03,22.00,88.43,140.0,6.00,6.21,f
2024-02-27 10:00:00-03,23.00,83.21,140.0,5.00,6.21,f
2024-02-27 11:00:00-03,24.00,78.34,80.0,2.00,6.21,f
2024-02-27 12:00:00-03,25.00,78.48,130.0,2.00,6.21,f
2024-02-27 13:00:00-03,25.00,78.48,140.0,3.00,6.21,f
2024-02-27 14:00:00-03,25.00,73.78,190.0,6.00,6.21,f
2024-02-27 15:00:00-03,26.00,78.62,200.0,4.00,6.21,f
2024-02-27 16:00:00-03,25.00,78.48,180.0,13.00,6.21,f
2024-02-27 17:00:00-03,25.00,73.78,180.0,6.00,6.21,f
2024-02-27 18:00:00-03,24.00,78.34,190.0,5.00,6.21,f
2024-02-27 19:00:00-03,24.00,83.32,150.0,2.00,6.21,f
2024-02-27 20:00:00-03,23.00,88.51,130.0,8.00,6.21,f
2024-02-27 21:00:00-03,22.00,94.06,100.0,5.00,6.21,f
2024-02-27 22:00:00-03,22.00,94.06,0.0,0.00,6.21,f
2024-02-27 23:00:00-03,21.00,94.01,0.0,0.00,6.21,f
2024-02-28 00:00:00-03,21.00,94.01,0.0,0.00,6.21,f
2024-02-28 01:00:00-03,21.00,94.01,0.0,0.00,6.21,f
2024-02-28 02:00:00-03,19.00,93.92,0.0,0.00,6.21,f
2024-02-28 03:00:00-03,20.00,100.00,60.0,5.00,6.21,f
2024-02-28 04:00:00-03,20.00,100.00,0.0,0.00,1.86,f
2024-02-28 05:00:00-03,20.00,100.00,20.0,4.00,0.93,f
2024-02-28 06:00:00-03,20.00,100.00,0.0,0.00,0.31,f
2024-02-28 07:00:00-03,21.00,100.00,20.0,5.00,2.49,f
2024-02-28 08:00:00-03,21.00,100.00,20.0,6.00,4.97,f
2024-02-28 09:00:00-03,23.00,88.51,30.0,6.00,6.21,f
2024-02-28 10:00:00-03,24.00,83.32,40.0,4.00,6.21,f
2024-02-28 11:00:00-03,26.00,73.95,270.0,4.00,6.21,f
2024-02-28 12:00:00-03,26.00,73.95,140.0,8.00,6.21,f
2024-02-28 13:00:00-03,26.00,78.62,140.0,10.00,6.21,f
2024-02-28 14:00:00-03,25.00,83.44,140.0,10.00,6.21,f
2024-02-28 15:00:00-03,26.00,78.62,140.0,10.00,6.21,f
2024-02-28 16:00:00-03,25.00,83.44,140.0,10.00,6.21,f
2024-02-28 17:00:00-03,25.00,83.44,140.0,10.00,6.21,f
2024-02-28 18:00:00-03,24.00,83.32,120.0,12.00,6.21,f
2024-02-28 19:00:00-03,24.00,83.32,110.0,8.00,6.21,f
2024-02-28 20:00:00-03,23.00,88.51,130.0,5.00,6.21,f
2024-02-28 21:00:00-03,24.00,88.59,110.0,2.00,6.21,f
2024-02-28 22:00:00-03,23.00,88.51,110.0,4.00,6.21,f
2024-02-28 23:00:00-03,23.00,94.10,0.0,0.00,6.21,f
2024-02-29 00:00:00-03,23.00,94.10,0.0,0.00,6.21,f
2024-02-29 01:00:00-03,23.00,88.51,30.0,5.00,6.21,f
2024-02-29 02:00:00-03,23.00,88.51,30.0,6.00,6.21,f
2024-02-29 03:00:00-03,23.00,88.51,30.0,7.00,6.21,f
2024-02-29 04:00:00-03,22.00,94.06,30.0,5.00,6.21,f
2024-02-29 05:00:00-03,22.00,94.06,0.0,0.00,6.21,f
2024-02-29 06:00:00-03,21.00,94.01,0.0,0.00,6.21,f
2024-02-29 07:00:00-03,21.00,94.01,20.0,6.00,6.21,f
2024-02-29 08:00:00-03,23.00,88.51,20.0,3.00,6.21,f
2024-02-29 09:00:00-03,25.00,83.44,330.0,6.00,6.21,f
2024-02-29 10:00:00-03,26.00,78.62,190.0,6.00,6.21,f
2024-02-29 11:00:00-03,27.00,74.11,200.0,7.00,6.21,f
2024-02-29 12:00:00-03,27.00,74.11,180.0,7.00,6.21,f
2024-02-29 13:00:00-03,26.00,83.55,170.0,12.00,6.21,f
2024-02-29 14:00:00-03,25.00,83.44,150.0,10.00,6.21,f
2024-02-29 15:00:00-03,24.00,83.32,170.0,12.00,6.21,f
2024-02-29 16:00:00-03,24.00,78.34,150.0,13.00,6.21,f
2024-02-29 17:00:00-03,23.00,78.19,150.0,14.00,6.21,f
2024-02-29 18:00:00-03,23.00,73.44,140.0,14.00,6.21,f
2024-02-29 19:00:00-03,22.00,78.04,120.0,16.00,6.21,f
2024-02-29 20:00:00-03,22.00,78.04,140.0,10.00,6.21,f
2024-02-29 21:00:00-03,22.00,78.04,140.0,13.00,6.21,f
2024-02-29 22:00:00-03,22.00,73.27,130.0,12.00,6.21,f
2024-02-29 23:00:00-03,22.00,73.27,130.0,14.00,6.21,f
2024-03-01 00:00:00-03,22.00,73.27,120.0,12.00,6.21,f
2024-03-01 01:00:00-03,22.00,73.27,120.0,14.00,6.21,f
2024-03-01 02:00:00-03,22.00,73.27,110.0,10.00,6.21,f
2024-03-01 03:00:00-03,22.00,73.27,110.0,10.00,6.21,f
2024-03-01 04:00:00-03,22.00,73.27,110.0,7.00,6.21,f
2024-03-01 05:00:00-03,21.00,77.90,110.0,5.00,6.21,f
2024-03-01 06:00:00-03,21.00,77.90,110.0,5.00,6.21,f
2024-03-01 07:00:00-03,21.00,77.90,100.0,5.00,6.21,f
2024-03-01 08:00:00-03,21.00,77.90,50.0,3.00,6.21,f
2024-03-01 09:00:00-03,22.00,73.27,100.0,4.00,6.21,f
